,Date/Time,Lat,Lon,Base,Hour,KMEANS5_labels,DBSCAN_labels,AGGC_label,Day,KMEANS_label,DBSCAN_label
28249,2014-06-26 15:54:00,40.7542,-73.9891,0,15,7,0,2,3,4,0
542959,2014-06-13 00:45:00,40.7502,-73.9866,3,0,7,0,2,4,4,0
454907,2014-06-30 07:09:00,40.7546,-74.0071,2,7,7,0,0,0,4,0
620505,2014-06-25 15:52:00,40.7587,-73.9728,3,15,7,0,2,2,4,0
60180,2014-06-04 17:54:00,40.7225,-73.98,1,17,2,0,0,2,0,0
313869,2014-06-08 14:36:00,40.6855,-73.9977,2,14,0,0,0,6,0,0
467427,2014-06-02 14:13:00,40.7306,-73.9832,3,14,2,0,0,0,0,0
50280,2014-06-03 16:37:00,40.755,-73.9844,1,16,7,0,2,1,4,0
291524,2014-06-04 16:50:00,40.7603,-73.9762,2,16,7,0,2,2,4,0
495225,2014-06-06 11:16:00,40.7577,-73.9888,3,11,7,0,2,4,4,0
345048,2014-06-13 12:49:00,40.7639,-73.9738,2,12,7,0,2,4,4,0
562847,2014-06-16 06:33:00,40.7243,-73.9795,3,6,2,0,0,0,0,0
259318,2014-06-28 15:51:00,40.7738,-73.9639,1,15,1,0,2,5,4,0
233877,2014-06-25 17:53:00,40.714,-74.0144,1,17,2,0,0,2,0,0
620916,2014-06-25 16:38:00,40.7226,-73.983,3,16,2,0,0,2,0,0
658948,2014-06-13 18:13:00,40.7623,-73.9683,4,18,7,0,2,4,4,0
81283,2014-06-06 19:50:00,40.7024,-73.9867,1,19,0,0,0,4,0,0
370100,2014-06-17 21:23:00,40.7519,-73.9947,2,21,7,0,2,1,4,0
419317,2014-06-25 14:15:00,40.7613,-73.9792,2,14,7,0,2,2,4,0
388267,2014-06-20 12:36:00,40.7738,-73.8714,2,12,6,2,1,4,3,2
137423,2014-06-13 08:23:00,40.742,-73.981,1,8,7,0,2,4,4,0
383773,2014-06-19 19:58:00,40.7015,-74.0113,2,19,2,0,0,3,0,0
408646,2014-06-23 19:02:00,40.7587,-73.9693,2,19,7,0,2,0,4,0
544618,2014-06-13 08:20:00,40.7321,-73.9851,3,8,2,0,0,4,0,0
146130,2014-06-13 22:37:00,40.7366,-74.0311,1,22,2,0,0,4,0,0
407520,2014-06-23 16:14:00,40.7602,-73.9737,2,16,7,0,2,0,4,0
404813,2014-06-23 05:44:00,40.7933,-73.8449,2,5,6,-1,1,0,3,-1
240756,2014-06-26 13:46:00,40.7867,-74.0461,1,13,7,-1,2,3,4,-1
501603,2014-06-07 06:17:00,40.7709,-73.9634,3,6,1,0,2,5,4,0
458506,2014-06-30 18:43:00,40.7214,-74.011,2,18,2,0,0,0,0,0
141791,2014-06-13 17:01:00,40.7584,-73.9696,1,17,7,0,2,4,4,0
232635,2014-06-25 16:11:00,40.7193,-73.9944,1,16,2,0,0,2,0,0
348892,2014-06-13 20:05:00,40.757,-73.9687,2,20,7,0,2,4,4,0
32456,2014-06-30 21:48:00,40.7068,-74.0095,0,21,2,0,0,0,0,0
196434,2014-06-20 14:25:00,40.7609,-73.9964,1,14,7,0,2,4,4,0
141201,2014-06-13 16:14:00,40.7779,-73.954,1,16,1,0,2,4,4,0
119375,2014-06-11 15:11:00,40.7574,-73.9607,1,15,7,0,2,2,4,0
172174,2014-06-17 19:46:00,40.7608,-73.9903,1,19,7,0,2,1,4,0
56560,2014-06-04 10:32:00,40.7456,-73.9822,1,10,7,0,2,2,4,0
387726,2014-06-20 10:35:00,40.754,-73.9819,2,10,7,0,2,4,4,0
347266,2014-06-13 17:45:00,40.7367,-73.9787,2,17,7,0,0,4,0,0
367086,2014-06-17 14:34:00,40.6418,-73.7883,2,14,3,1,4,1,1,1
575044,2014-06-18 08:39:00,40.774,-73.9506,3,8,1,0,2,2,4,0
172063,2014-06-17 19:35:00,40.7447,-73.9933,1,19,7,0,2,1,4,0
567589,2014-06-17 04:28:00,40.7262,-74.0017,3,4,2,0,0,1,0,0
337632,2014-06-12 15:33:00,40.7416,-73.9898,2,15,7,0,2,3,4,0
390360,2014-06-20 17:22:00,40.7227,-73.979,2,17,2,0,0,4,0,0
25211,2014-06-23 14:48:00,40.7406,-74.0057,0,14,2,0,0,0,0,0
400647,2014-06-22 09:38:00,40.7897,-73.9799,2,9,1,0,2,6,4,0
500108,2014-06-06 22:32:00,40.7773,-73.989,3,22,7,0,2,4,4,0
137745,2014-06-13 08:54:00,40.7703,-73.9576,1,8,1,0,2,4,4,0
291138,2014-06-04 16:01:00,40.7633,-73.9737,2,16,7,0,2,2,4,0
412625,2014-06-24 14:52:00,40.758,-73.9775,2,14,7,0,2,1,4,0
201467,2014-06-20 23:29:00,40.7193,-74.0087,1,23,2,0,0,4,0,0
448514,2014-06-28 23:55:00,40.6872,-73.9569,2,23,0,0,0,5,0,0
577994,2014-06-18 17:10:00,40.7857,-73.9708,3,17,1,0,2,2,4,0
497230,2014-06-06 16:18:00,40.7088,-74.0025,3,16,2,0,0,4,0,0
204395,2014-06-21 14:24:00,40.783,-73.9779,1,14,1,0,2,5,4,0
627557,2014-06-26 14:26:00,40.8398,-73.9409,3,14,1,0,2,3,3,0
498567,2014-06-06 18:43:00,40.7562,-73.9749,3,18,7,0,2,4,4,0
644349,2014-06-28 22:09:00,40.7306,-74.0016,3,22,2,0,0,5,0,0
569600,2014-06-17 12:54:00,40.7422,-74.0007,3,12,2,0,0,1,0,0
361635,2014-06-16 13:40:00,40.711,-74.0091,2,13,2,0,0,0,0,0
464918,2014-06-02 00:23:00,40.6449,-73.7822,3,0,3,1,4,0,1,1
464289,2014-06-01 20:42:00,40.7784,-73.9552,3,20,1,0,2,6,4,0
551236,2014-06-13 21:09:00,40.7571,-73.9824,3,21,7,0,2,4,4,0
183096,2014-06-19 04:38:00,40.7554,-73.9698,1,4,7,0,2,3,4,0
404548,2014-06-23 03:24:00,40.7522,-73.9698,2,3,7,0,2,0,4,0
294964,2014-06-05 07:38:00,40.7257,-73.9902,2,7,2,0,0,3,0,0
545263,2014-06-13 09:31:00,40.7617,-73.9866,3,9,7,0,2,4,4,0
165327,2014-06-16 21:29:00,40.7625,-73.9962,1,21,7,0,2,0,4,0
56520,2014-06-04 10:24:00,40.7406,-73.9913,1,10,2,0,2,2,0,0
471748,2014-06-03 08:45:00,40.7538,-73.9722,3,8,7,0,2,1,4,0
623014,2014-06-25 20:30:00,40.7485,-73.9887,3,20,7,0,2,2,4,0
584754,2014-06-19 16:06:00,40.7679,-73.8676,3,16,6,2,1,3,3,2
138654,2014-06-13 10:39:00,40.7828,-73.9736,1,10,1,0,2,4,4,0
36757,2014-06-01 17:08:00,40.774,-73.8718,1,17,6,2,1,6,3,2
135633,2014-06-13 01:22:00,40.7192,-74.0056,1,1,2,0,0,4,0,0
570726,2014-06-17 16:21:00,40.7274,-74.007,3,16,2,0,0,1,0,0
121019,2014-06-11 17:37:00,40.7244,-73.9974,1,17,2,0,0,2,0,0
467641,2014-06-02 14:56:00,40.7707,-73.9666,3,14,1,0,2,0,4,0
175068,2014-06-18 07:50:00,40.7164,-73.9912,1,7,2,0,0,2,0,0
645931,2014-06-29 02:39:00,40.7417,-74.0036,3,2,2,0,0,6,0,0
590883,2014-06-20 11:08:00,40.7494,-74.0042,3,11,2,0,0,4,4,0
95808,2014-06-08 17:21:00,40.7166,-74.0163,1,17,2,0,0,6,0,0
77544,2014-06-06 13:14:00,40.709,-74.014,1,13,2,0,0,4,0,0
284845,2014-06-03 12:52:00,40.7549,-73.975,2,12,7,0,2,1,4,0
369299,2014-06-17 19:32:00,40.6281,-74.0336,2,19,0,-1,0,1,0,-1
389521,2014-06-20 15:49:00,40.7244,-74.001,2,15,2,0,0,4,0,0
523759,2014-06-10 17:45:00,40.7254,-73.9994,3,17,2,0,0,1,0,0
458881,2014-06-30 19:52:00,40.7308,-74.0068,2,19,2,0,0,0,0,0
71225,2014-06-05 18:59:00,40.7142,-74.0147,1,18,2,0,0,3,0,0
254005,2014-06-27 20:35:00,40.7202,-74.0087,1,20,2,0,0,4,0,0
366162,2014-06-17 10:49:00,40.7209,-73.9978,2,10,2,0,0,1,0,0
312543,2014-06-08 03:29:00,40.7253,-73.9962,2,3,2,0,0,6,0,0
274706,2014-06-30 20:54:00,40.6448,-73.7818,1,20,3,1,4,0,1,1
233996,2014-06-25 18:03:00,40.7566,-73.975,1,18,7,0,2,2,4,0
493241,2014-06-06 01:20:00,40.7341,-73.9989,3,1,2,0,0,4,0,0
122435,2014-06-11 19:43:00,40.7568,-73.975,1,19,7,0,2,2,4,0
284259,2014-06-03 09:36:00,40.7392,-74.0028,2,9,2,0,0,1,0,0
224633,2014-06-24 16:25:00,40.7438,-74.0065,1,16,2,0,0,1,0,0
143250,2014-06-13 18:18:00,40.7746,-73.9835,1,18,7,0,2,4,4,0
274027,2014-06-30 19:14:00,40.7133,-73.9515,1,19,0,0,0,0,0,0
663502,2014-06-29 11:27:00,40.7461,-73.9842,4,11,7,0,2,6,4,0
107983,2014-06-10 08:30:00,40.7236,-73.9518,1,8,0,0,0,1,0,0
82817,2014-06-06 22:35:00,40.7464,-74.0014,1,22,2,0,0,4,4,0
578055,2014-06-18 17:16:00,40.7417,-73.9831,3,17,7,0,2,2,4,0
259251,2014-06-28 15:43:00,40.7185,-73.9824,1,15,2,0,0,5,0,0
298139,2014-06-05 17:36:00,40.7214,-74.0013,2,17,2,0,0,3,0,0
127341,2014-06-12 11:33:00,40.7243,-73.9932,1,11,2,0,0,3,0,0
561146,2014-06-15 17:55:00,40.645,-73.7818,3,17,3,1,4,6,1,1
372680,2014-06-18 11:50:00,40.7535,-73.9747,2,11,7,0,2,2,4,0
382606,2014-06-19 17:56:00,40.7614,-73.9679,2,17,7,0,2,3,4,0
69348,2014-06-05 16:25:00,40.7395,-73.9911,1,16,2,0,2,3,0,0
119022,2014-06-11 14:35:00,40.7653,-73.9548,1,14,1,0,2,2,4,0
661227,2014-06-20 23:04:00,40.7342,-74.003,4,23,2,0,0,4,0,0
270703,2014-06-30 09:12:00,40.7296,-73.9995,1,9,2,0,0,0,0,0
529899,2014-06-11 15:27:00,40.7388,-74.0064,3,15,2,0,0,2,0,0
277071,2014-06-01 13:44:00,40.7588,-73.9727,2,13,7,0,2,6,4,0
395964,2014-06-21 15:17:00,40.5796,-73.9795,2,15,0,-1,0,5,0,-1
193683,2014-06-20 05:41:00,40.7121,-73.8065,1,5,3,-1,4,4,1,-1
105362,2014-06-09 20:19:00,40.762,-73.9791,1,20,7,0,2,0,4,0
378590,2014-06-19 07:41:00,40.7342,-73.9812,2,7,2,0,0,3,0,0
630848,2014-06-26 20:41:00,40.7583,-73.9888,3,20,7,0,2,3,4,0
486166,2014-06-05 08:20:00,40.7348,-73.9848,3,8,2,0,0,3,0,0
255764,2014-06-27 23:55:00,40.7435,-73.9731,1,23,7,0,2,4,4,0
539235,2014-06-12 17:42:00,40.7651,-73.9785,3,17,7,0,2,3,4,0
187655,2014-06-19 16:05:00,40.7632,-73.996,1,16,7,0,2,3,4,0
604994,2014-06-22 18:55:00,40.7352,-73.9875,3,18,2,0,0,6,0,0
213115,2014-06-22 18:59:00,40.6991,-73.9245,1,18,0,0,0,6,0,0
393366,2014-06-20 23:57:00,40.7332,-74.003,2,23,2,0,0,4,0,0
125337,2014-06-12 06:49:00,40.7752,-73.9451,1,6,1,0,2,3,4,0
43855,2014-06-02 18:44:00,40.7501,-74.004,1,18,2,0,0,0,4,0
89545,2014-06-07 20:23:00,40.7269,-73.9837,1,20,2,0,0,5,0,0
120078,2014-06-11 16:18:00,40.7139,-74.0139,1,16,2,0,0,2,0,0
516320,2014-06-09 15:49:00,40.748,-74.0081,3,15,2,0,0,0,4,0
493265,2014-06-06 01:40:00,40.6546,-73.7254,3,1,3,-1,4,4,1,-1
603147,2014-06-22 12:14:00,40.7351,-73.9889,3,12,2,0,0,6,0,0
233712,2014-06-25 17:39:00,40.7313,-73.9886,1,17,2,0,0,2,0,0
203941,2014-06-21 12:51:00,40.7458,-73.9918,1,12,7,0,2,5,4,0
471986,2014-06-03 09:49:00,40.7349,-74.0076,3,9,2,0,0,1,0,0
251207,2014-06-27 15:20:00,40.7434,-74.0074,1,15,2,0,0,4,0,0
89847,2014-06-07 21:04:00,40.7735,-73.9824,1,21,7,0,2,5,4,0
489058,2014-06-05 16:02:00,40.7729,-73.9539,3,16,1,0,2,3,4,0
282355,2014-06-02 19:18:00,40.7553,-73.9757,2,19,7,0,2,0,4,0
628260,2014-06-26 15:58:00,40.7051,-74.0076,3,15,2,0,0,3,0,0
619796,2014-06-25 14:09:00,40.7551,-73.9755,3,14,7,0,2,2,4,0
481349,2014-06-04 16:46:00,40.7375,-73.9895,3,16,2,0,2,2,0,0
646406,2014-06-29 07:31:00,40.751,-73.9751,3,7,7,0,2,6,4,0
361034,2014-06-16 10:22:00,40.7711,-73.8663,2,10,6,2,1,0,3,2
218275,2014-06-23 16:37:00,40.761,-73.9715,1,16,7,0,2,0,4,0
619627,2014-06-25 13:36:00,40.7789,-73.9623,3,13,1,0,2,2,4,0
338101,2014-06-12 16:28:00,40.7519,-73.9736,2,16,7,0,2,3,4,0
60770,2014-06-04 18:52:00,40.7215,-74.0002,1,18,2,0,0,2,0,0
256198,2014-06-28 01:20:00,40.7138,-73.9494,1,1,0,0,0,5,0,0
109371,2014-06-10 13:08:00,40.762,-73.9736,1,13,7,0,2,1,4,0
544123,2014-06-13 07:30:00,40.6859,-73.9905,3,7,0,0,0,4,0,0
229608,2014-06-25 08:36:00,40.7578,-73.9678,1,8,7,0,2,2,4,0
207185,2014-06-21 20:49:00,40.7719,-73.9902,1,20,7,0,2,5,4,0
456387,2014-06-30 12:46:00,40.7188,-73.9948,2,12,2,0,0,0,0,0
651368,2014-06-30 10:34:00,40.6419,-73.7879,3,10,3,1,4,0,1,1
141089,2014-06-13 16:03:00,40.7342,-74.008,1,16,2,0,0,4,0,0
445306,2014-06-28 16:40:00,40.7501,-73.9913,2,16,7,0,2,5,4,0
643665,2014-06-28 20:17:00,40.7246,-73.9805,3,20,2,0,0,5,0,0
564794,2014-06-16 14:47:00,40.761,-73.9989,3,14,7,0,2,0,4,0
80638,2014-06-06 18:32:00,40.894,-74.1595,1,18,5,-1,2,4,2,-1
149400,2014-06-14 14:04:00,40.7468,-74.0021,1,14,2,0,0,5,4,0
234235,2014-06-25 18:23:00,40.7464,-73.9941,1,18,7,0,2,2,4,0
281850,2014-06-02 17:28:00,40.7551,-73.9767,2,17,7,0,2,0,4,0
67351,2014-06-05 12:38:00,40.7551,-73.9808,1,12,7,0,2,3,4,0
379778,2014-06-19 11:42:00,40.7739,-73.8717,2,11,6,2,1,3,3,2
76210,2014-06-06 09:17:00,40.664,-73.9396,1,9,0,0,0,4,0,0
261618,2014-06-28 21:11:00,40.6545,-74.0044,1,21,0,0,0,5,0,0
325334,2014-06-10 17:15:00,40.7169,-74.0149,2,17,2,0,0,1,0,0
190812,2014-06-19 20:26:00,40.7739,-73.8725,1,20,6,2,1,3,3,2
528495,2014-06-11 11:26:00,40.7536,-73.9961,3,11,7,0,2,2,4,0
352021,2014-06-14 13:18:00,40.6647,-73.9974,2,13,0,0,0,5,0,0
447517,2014-06-28 21:59:00,40.7324,-73.9931,2,21,2,0,0,5,0,0
542271,2014-06-12 22:42:00,40.6922,-73.9862,3,22,0,0,0,3,0,0
33190,2014-06-01 01:52:00,40.7394,-74.0018,1,1,2,0,0,6,0,0
513583,2014-06-09 08:06:00,40.785,-73.9807,3,8,1,0,2,0,4,0
53834,2014-06-03 21:45:00,40.7466,-73.9859,1,21,7,0,2,1,4,0
411977,2014-06-24 12:35:00,40.7476,-73.977,2,12,7,0,2,1,4,0
140218,2014-06-13 14:34:00,40.7299,-73.9927,1,14,2,0,0,4,0,0
551208,2014-06-13 21:04:00,40.7632,-73.9386,3,21,1,0,2,4,4,0
542453,2014-06-12 23:03:00,40.7444,-74.0066,3,23,2,0,0,3,0,0
571800,2014-06-17 18:27:00,40.7062,-74.0179,3,18,2,0,0,1,0,0
342246,2014-06-13 00:35:00,40.7497,-73.9753,2,0,7,0,2,4,4,0
658100,2014-06-11 21:11:00,40.7266,-73.9924,4,21,2,0,0,2,0,0
228720,2014-06-25 06:42:00,40.7252,-74.0092,1,6,2,0,0,2,0,0
589926,2014-06-20 07:37:00,40.8743,-74.0667,3,7,1,-1,2,4,4,-1
9603,2014-06-09 16:53:00,40.7548,-73.99,0,16,7,0,2,0,4,0
586857,2014-06-19 19:56:00,40.7443,-73.9915,3,19,7,0,2,3,4,0
579616,2014-06-18 20:33:00,40.7553,-73.9755,3,20,7,0,2,2,4,0
185945,2014-06-19 13:02:00,40.7276,-74.0502,1,13,2,0,0,3,0,0
276301,2014-06-01 08:26:00,40.7145,-73.9343,2,8,0,0,0,6,0,0
333473,2014-06-11 21:42:00,40.7231,-73.9559,2,21,0,0,0,2,0,0
360735,2014-06-16 08:43:00,40.7241,-73.9827,2,8,2,0,0,0,0,0
526501,2014-06-11 06:06:00,40.7705,-73.9854,3,6,7,0,2,2,4,0
520368,2014-06-10 08:13:00,40.7268,-73.9536,3,8,7,0,0,1,0,0
339032,2014-06-12 18:03:00,40.767,-73.9931,2,18,7,0,2,3,4,0
47876,2014-06-03 11:39:00,40.7412,-73.9964,1,11,2,0,0,1,0,0
23888,2014-06-21 21:20:00,40.7608,-73.9865,0,21,7,0,2,5,4,0
9892,2014-06-09 21:06:00,40.7512,-73.9926,0,21,7,0,2,0,4,0
32838,2014-06-01 00:42:00,40.7349,-74.0084,1,0,2,0,0,6,0,0
509061,2014-06-08 12:38:00,40.782,-73.9141,3,12,1,0,2,6,3,0
252902,2014-06-27 18:14:00,40.769,-73.9812,1,18,7,0,2,4,4,0
141390,2014-06-13 16:30:00,40.7653,-73.9701,1,16,7,0,2,4,4,0
190357,2014-06-19 19:57:00,40.7869,-73.9776,1,19,1,0,2,3,4,0
566721,2014-06-16 20:37:00,40.7551,-73.9805,3,20,7,0,2,0,4,0
339521,2014-06-12 18:51:00,40.775,-73.9631,2,18,1,0,2,3,4,0
417080,2014-06-25 07:07:00,40.6787,-73.9653,2,7,0,0,0,2,0,0
190438,2014-06-19 20:02:00,40.755,-73.9845,1,20,7,0,2,3,4,0
649585,2014-06-29 23:02:00,40.7205,-73.9616,3,23,0,0,0,6,0,0
24989,2014-06-23 08:31:00,40.7368,-74.1715,0,8,5,-1,3,0,2,-1
355024,2014-06-14 22:38:00,40.7723,-73.9526,2,22,1,0,2,5,4,0
460436,2014-06-01 01:40:00,40.7404,-74.0058,3,1,2,0,0,6,0,0
421975,2014-06-25 18:39:00,40.747,-73.9909,2,18,7,0,2,2,4,0
101877,2014-06-09 13:06:00,40.7669,-73.9566,1,13,1,0,2,0,4,0
342061,2014-06-12 23:39:00,40.7475,-73.9943,2,23,7,0,2,3,4,0
40060,2014-06-02 08:05:00,40.7652,-73.9756,1,8,7,0,2,0,4,0
356323,2014-06-15 07:20:00,40.6635,-73.9947,2,7,0,0,0,6,0,0
339993,2014-06-12 19:46:00,40.7606,-73.9841,2,19,7,0,2,3,4,0
14803,2014-06-13 14:38:00,40.6231,-74.0283,0,14,0,-1,0,4,0,-1
636430,2014-06-27 17:04:00,40.7483,-73.9926,3,17,7,0,2,4,4,0
381088,2014-06-19 15:15:00,40.7635,-73.9793,2,15,7,0,2,3,4,0
150139,2014-06-14 15:59:00,40.774,-73.8726,1,15,6,2,1,5,3,2
113367,2014-06-10 20:02:00,40.7592,-73.9736,1,20,7,0,2,1,4,0
523122,2014-06-10 16:42:00,40.7437,-73.9838,3,16,7,0,2,1,4,0
37817,2014-06-01 20:01:00,40.7505,-73.9005,1,20,6,-1,1,6,3,-1
246630,2014-06-26 22:43:00,40.7167,-74.0084,1,22,2,0,0,3,0,0
21963,2014-06-19 21:49:00,40.7858,-73.9766,0,21,1,0,2,3,4,0
474379,2014-06-03 16:56:00,40.7743,-73.8728,3,16,6,2,1,1,3,2
114985,2014-06-10 23:54:00,40.7474,-73.9856,1,23,7,0,2,1,4,0
139835,2014-06-13 13:46:00,40.7278,-74.0002,1,13,2,0,0,4,0,0
131555,2014-06-12 18:26:00,40.7396,-73.9953,1,18,2,0,2,3,0,0
400960,2014-06-22 11:10:00,40.7581,-73.963,2,11,7,0,2,6,4,0
84407,2014-06-07 03:29:00,40.7419,-73.906,1,3,6,-1,1,5,3,-1
574701,2014-06-18 07:43:00,40.7638,-73.9603,3,7,1,0,2,2,4,0
655792,2014-06-04 17:14:00,40.7445,-74.0059,4,17,2,0,0,2,0,0
388329,2014-06-20 12:50:00,40.7587,-73.9702,2,12,7,0,2,4,4,0
191979,2014-06-19 21:48:00,40.7454,-73.9983,1,21,2,0,0,3,4,0
159837,2014-06-16 05:59:00,40.6917,-73.9918,1,5,0,0,0,0,0,0
164978,2014-06-16 20:37:00,40.6418,-73.7886,1,20,3,1,4,0,1,1
659436,2014-06-15 13:05:00,40.9105,-73.7763,4,13,4,-1,1,6,3,-1
493450,2014-06-06 04:29:00,40.735,-74.0065,3,4,2,0,0,4,0,0
17907,2014-06-16 16:48:00,40.7631,-73.9773,0,16,7,0,2,0,4,0
139715,2014-06-13 13:29:00,40.7359,-73.9984,1,13,2,0,0,4,0,0
216092,2014-06-23 09:14:00,40.7738,-73.8711,1,9,6,2,1,0,3,2
485758,2014-06-05 07:37:00,40.7682,-73.9893,3,7,7,0,2,3,4,0
383555,2014-06-19 19:42:00,40.8079,-73.967,2,19,1,0,2,3,4,0
461532,2014-06-01 11:22:00,40.7215,-73.9561,3,11,0,0,0,6,0,0
218907,2014-06-23 17:53:00,40.7647,-73.9721,1,17,7,0,2,0,4,0
522543,2014-06-10 15:36:00,40.7193,-74.0104,3,15,2,0,0,1,0,0
400964,2014-06-22 11:11:00,40.7165,-74.0165,2,11,2,0,0,6,0,0
364402,2014-06-16 22:15:00,40.7685,-73.8625,2,22,6,2,1,0,3,2
315943,2014-06-08 23:28:00,40.7411,-74.0015,2,23,2,0,0,6,0,0
386812,2014-06-20 07:20:00,40.6866,-73.9735,2,7,0,0,0,4,0,0
62792,2014-06-04 22:19:00,40.766,-73.9768,1,22,7,0,2,2,4,0
243595,2014-06-26 18:15:00,40.7731,-73.8856,1,18,6,2,1,3,3,2
364368,2014-06-16 22:05:00,40.6457,-73.7768,2,22,3,1,4,0,1,1
17598,2014-06-16 11:07:00,40.7773,-73.9889,0,11,7,0,2,0,4,0
567073,2014-06-16 21:47:00,40.7421,-73.954,3,21,7,0,0,0,4,0
378742,2014-06-19 08:06:00,40.764,-73.9753,2,8,7,0,2,3,4,0
569275,2014-06-17 11:27:00,40.7415,-73.9304,3,11,1,0,2,1,4,0
84759,2014-06-07 07:30:00,40.6728,-73.9591,1,7,0,0,0,5,0,0
585520,2014-06-19 17:25:00,40.7792,-73.9883,3,17,7,0,2,3,4,0
500991,2014-06-07 00:38:00,40.7751,-73.9593,3,0,1,0,2,5,4,0
436740,2014-06-27 14:07:00,40.7419,-73.9889,2,14,7,0,2,4,4,0
591136,2014-06-20 12:08:00,40.6449,-73.7822,3,12,3,1,4,4,1,1
515173,2014-06-09 11:49:00,40.7658,-73.9708,3,11,7,0,2,0,4,0
437558,2014-06-27 15:52:00,40.7446,-73.9914,2,15,7,0,2,4,4,0
113648,2014-06-10 20:29:00,40.7651,-73.9724,1,20,7,0,2,1,4,0
201641,2014-06-20 23:53:00,40.7111,-73.9629,1,23,0,0,0,4,0,0
260195,2014-06-28 17:40:00,40.7617,-73.9809,1,17,7,0,2,5,4,0
153788,2014-06-14 23:35:00,40.6949,-73.9469,1,23,0,0,0,5,0,0
362222,2014-06-16 15:46:00,40.7283,-73.9816,2,15,2,0,0,0,0,0
413771,2014-06-24 17:18:00,40.7327,-74.0035,2,17,2,0,0,1,0,0
301930,2014-06-06 09:28:00,40.6684,-73.9737,2,9,0,0,0,4,0,0
502725,2014-06-07 12:03:00,40.6984,-73.9963,3,12,2,0,0,5,0,0
340785,2014-06-12 21:10:00,40.7452,-74.0081,2,21,2,0,0,3,0,0
303947,2014-06-06 16:44:00,40.7488,-73.9773,2,16,7,0,2,4,4,0
532292,2014-06-11 19:49:00,40.761,-73.9723,3,19,7,0,2,2,4,0
387898,2014-06-20 11:13:00,40.7782,-73.9524,2,11,1,0,2,4,4,0
387083,2014-06-20 08:08:00,40.5758,-73.9934,2,8,0,-1,0,4,0,-1
240171,2014-06-26 12:11:00,40.7607,-73.9756,1,12,7,0,2,3,4,0
95699,2014-06-08 17:05:00,40.7578,-73.9872,1,17,7,0,2,6,4,0
592934,2014-06-20 17:10:00,40.745,-73.9759,3,17,7,0,2,4,4,0
49700,2014-06-03 15:53:00,40.7411,-73.9864,1,15,7,0,2,1,4,0
628206,2014-06-26 15:49:00,40.7086,-74.0106,3,15,2,0,0,3,0,0
132993,2014-06-12 20:19:00,40.6623,-73.9854,1,20,0,0,0,3,0,0
602983,2014-06-22 11:29:00,40.7126,-74.0092,3,11,2,0,0,6,0,0
169631,2014-06-17 15:33:00,40.7274,-74.0072,1,15,2,0,0,1,0,0
212822,2014-06-22 17:51:00,40.7059,-74.0093,1,17,2,0,0,6,0,0
364761,2014-06-17 04:11:00,40.7216,-73.9988,2,4,2,0,0,1,0,0
64910,2014-06-05 07:42:00,40.7381,-74.0081,1,7,2,0,0,3,0,0
179475,2014-06-18 17:30:00,40.7037,-73.9846,1,17,0,0,0,2,0,0
446770,2014-06-28 20:17:00,40.7421,-74.0042,2,20,2,0,0,5,0,0
226559,2014-06-24 20:11:00,40.7043,-74.0062,1,20,2,0,0,1,0,0
376250,2014-06-18 20:11:00,40.7252,-73.9956,2,20,2,0,0,2,0,0
228445,2014-06-25 05:29:00,40.7061,-74.0054,1,5,2,0,0,2,0,0
508194,2014-06-08 07:49:00,40.7194,-74.0028,3,7,2,0,0,6,0,0
548803,2014-06-13 17:38:00,40.7411,-73.9942,3,17,2,0,2,4,0,0
154862,2014-06-15 05:52:00,40.6961,-73.9427,1,5,0,0,0,6,0,0
610953,2014-06-23 22:27:00,40.7093,-74.06,3,22,2,-1,0,0,0,-1
352293,2014-06-14 14:37:00,40.7372,-73.8709,2,14,6,-1,1,5,3,-1
256962,2014-06-28 07:19:00,40.774,-73.8724,1,7,6,2,1,5,3,2
411598,2014-06-24 11:00:00,40.7627,-73.9694,2,11,7,0,2,1,4,0
279010,2014-06-01 22:06:00,40.7709,-73.866,2,22,6,2,1,6,3,2
294181,2014-06-05 04:47:00,40.6846,-73.9456,2,4,0,0,0,3,0,0
122120,2014-06-11 19:15:00,40.7583,-73.9806,1,19,7,0,2,2,4,0
208121,2014-06-21 22:36:00,40.6754,-73.9811,1,22,0,0,0,5,0,0
469762,2014-06-02 20:36:00,40.7739,-73.8724,3,20,6,2,1,0,3,2
464765,2014-06-01 22:43:00,40.645,-73.782,3,22,3,1,4,6,1,1
118190,2014-06-11 12:33:00,40.7384,-73.9735,1,12,7,0,0,2,4,0
238752,2014-06-26 08:10:00,40.7616,-73.9996,1,8,7,0,2,3,4,0
204308,2014-06-21 14:06:00,40.7057,-74.017,1,14,2,0,0,5,0,0
417162,2014-06-25 07:17:00,40.6654,-73.9345,2,7,0,0,0,2,0,0
509646,2014-06-08 14:46:00,40.6467,-73.9662,3,14,0,0,0,6,0,0
70093,2014-06-05 17:22:00,40.7434,-73.9883,1,17,7,0,2,3,4,0
510999,2014-06-08 19:15:00,40.7476,-73.9933,3,19,7,0,2,6,4,0
524601,2014-06-10 19:44:00,40.7554,-73.9711,3,19,7,0,2,1,4,0
479747,2014-06-04 12:42:00,40.6465,-73.7898,3,12,3,1,4,2,1,1
143701,2014-06-13 18:46:00,40.7703,-73.9638,1,18,1,0,2,4,4,0
